CustomerID,Frequency,Monetary,Recency,Country,ProductType_Accessories,ProductType_Books,ProductType_Clothing,ProductType_Electronics,ProductType_Food,ProductType_Home Decor,ProductType_Office Supplies,ProductType_Others,ProductType_Pet Supplies,ProductType_Toys,Labels
12463.0,7.0,1303.63,46.0,0,0,0,0,0,0,0,0,1,0,0,0
12464.0,8.0,1212.05,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12465.0,3.0,733.8900000000001,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12468.0,3.0,724.0400000000002,143.0,0,0,0,0,0,0,0,0,1,0,0,0
12471.0,49.0,18740.92,2.0,0,0,0,0,0,0,0,0,1,0,0,-1
12472.0,13.0,6229.48,31.0,0,0,0,0,0,0,0,0,1,0,0,0
12473.0,9.0,2848.23,29.000000000000007,0,0,0,0,0,0,0,0,1,0,0,0
12474.0,30.0,7116.47,17.0,0,0,0,0,0,0,0,0,1,0,0,-1
12475.0,1.0,723.3799999999999,54.0,0,0,0,0,0,0,0,0,1,0,0,0
12476.0,20.0,6546.58,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12477.0,9.0,13117.01,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12478.0,1.0,680.99,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12479.0,3.0,477.29999999999995,4.0,0,0,0,0,0,0,0,1,0,0,0,-1
12480.0,4.0,3281.63,28.0,0,0,0,0,0,0,0,0,1,0,0,0
12481.0,11.0,5590.86,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12483.0,13.0,2327.13,17.0,0,0,0,0,0,0,0,0,1,0,0,0
12484.0,8.0,4495.27,32.99999999999999,0,0,0,0,0,0,0,0,1,0,0,0
12488.0,3.0,1298.66,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12489.0,1.0,334.93000000000006,336.0,0,0,0,0,0,0,0,0,1,0,0,0
12490.0,10.0,5417.93,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12491.0,1.0,460.4000000000001,38.99999999999999,0,0,0,0,0,0,0,0,0,0,1,-1
12492.0,2.0,263.21000000000004,63.0,0,0,0,0,0,0,0,0,1,0,0,0
12493.0,3.0,416.78999999999996,166.0,0,1,0,0,0,0,0,0,0,0,0,-1
12494.0,13.0,1139.3500000000001,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12497.0,1.0,1043.1,82.0,0,0,0,0,0,0,0,0,1,0,0,0
12498.0,3.0,403.70000000000005,21.0,0,1,0,0,0,0,0,0,0,0,0,-1
12500.0,13.0,4206.27,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12501.0,2.0,2089.68,315.0,0,0,0,0,0,0,0,0,1,0,0,0
12502.0,5.0,3723.87,96.0,0,0,0,0,0,0,0,0,1,0,0,0
12503.0,1.0,-1125.9999999999998,338.0,0,0,0,0,0,0,0,0,1,0,0,0
12504.0,4.0,114.0,18.0,0,1,0,0,0,0,0,0,0,0,0,-1
12505.0,1.0,-4.5,301.0,0,0,0,0,0,0,0,0,1,0,0,0
12506.0,1.0,73.5,233.0,0,0,0,0,0,0,0,0,1,0,0,0
12507.0,4.0,1258.06,134.0,0,0,0,0,0,0,0,0,1,0,0,0
12508.0,2.0,398.27,26.0,0,0,0,0,0,0,0,0,1,0,0,0
12509.0,1.0,176.5,284.0,0,1,0,0,0,0,0,0,0,0,0,-1
12510.0,2.0,982.5699999999999,143.0,0,0,0,0,0,0,0,0,1,0,0,0
12512.0,2.0,138.02999999999997,66.0,0,0,0,0,0,0,0,0,1,0,0,0
12513.0,2.0,586.79,85.0,0,0,0,0,0,0,0,0,1,0,0,0
12514.0,1.0,1017.68,267.0,0,0,0,0,0,0,0,0,1,0,0,0
12515.0,1.0,383.70000000000005,353.0,0,0,0,0,0,0,0,0,1,0,0,0
12516.0,2.0,1312.06,78.0,0,1,0,0,0,0,0,0,0,0,0,-1
12517.0,6.0,2464.89,28.0,0,0,0,0,0,0,0,0,1,0,0,0
12518.0,5.0,2056.89,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12519.0,1.0,340.8399999999999,64.0,0,0,0,0,0,0,0,0,1,0,0,0
12520.0,6.0,2582.51,79.0,0,0,0,0,0,0,0,0,1,0,0,0
12521.0,1.0,599.6800000000001,143.0,0,0,0,0,0,0,0,0,1,0,0,0
12522.0,2.0,192.72000000000003,38.99999999999999,0,0,0,0,0,0,1,0,0,0,0,-1
12523.0,13.0,1745.57,2.0,0,0,0,0,0,0,0,0,1,0,0,0
12524.0,8.0,4485.72,9.0,0,0,0,0,0,0,0,0,1,0,0,0
12526.0,3.0,1316.66,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12527.0,3.0,348.71000000000004,82.0,0,1,0,0,0,0,0,0,0,0,0,-1
12528.0,8.0,1922.28,9.0,0,0,0,0,0,0,0,0,1,0,0,0
12530.0,5.0,1623.63,60.0,0,0,0,0,0,0,0,0,1,0,0,0
12531.0,1.0,125.22000000000003,15.0,0,0,0,0,0,0,0,0,1,0,0,0
12532.0,1.0,349.83000000000015,30.0,0,0,0,0,0,0,0,0,1,0,0,0
12534.0,1.0,1089.18,131.0,0,0,0,0,0,0,0,0,1,0,0,0
12535.0,2.0,716.3500000000001,92.0,0,0,0,0,0,0,0,0,1,0,0,0
12536.0,5.0,4106.82,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12538.0,1.0,363.95000000000005,29.000000000000007,0,0,0,0,0,0,0,0,1,0,0,0
12539.0,5.0,3852.5,22.0,0,0,0,0,0,0,0,0,1,0,0,0
12540.0,19.0,13309.039999999999,20.0,0,0,0,0,0,0,0,0,1,0,0,0
12541.0,3.0,981.18,30.0,0,0,0,0,0,0,0,0,1,0,0,0
12544.0,2.0,355.70000000000005,30.0,0,0,0,0,0,0,0,0,1,0,0,0
12545.0,2.0,1000.39,75.0,0,0,0,0,0,0,0,0,1,0,0,0
12546.0,3.0,1141.5,47.0,0,0,0,0,0,0,0,0,1,0,0,0
12547.0,2.0,207.79999999999995,198.0,0,0,0,0,0,0,1,0,0,0,0,-1
12548.0,1.0,95.20000000000005,166.0,0,0,0,0,0,0,0,1,0,0,0,-1
12550.0,1.0,964.83,79.0,0,0,0,0,0,0,0,0,1,0,0,0
12551.0,1.0,168.0,358.0,0,1,0,0,0,0,0,0,0,0,0,-1
12552.0,2.0,437.81999999999994,38.99999999999999,0,0,0,0,0,0,0,0,1,0,0,0
12553.0,14.0,3652.25,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12556.0,2.0,603.71,50.0,0,0,0,0,0,0,0,0,1,0,0,0
12557.0,5.0,11990.960000000001,16.0,0,1,0,0,0,0,0,0,0,0,0,-1
12558.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0
12559.0,3.0,536.21,311.0,0,0,0,0,0,0,0,0,1,0,0,0
12560.0,4.0,2101.39,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12561.0,1.0,238.8499999999999,303.0,0,0,0,0,0,0,0,0,1,0,0,0
12562.0,7.0,3781.7400000000002,8.0,0,1,0,0,0,0,0,0,0,0,0,-1
12564.0,1.0,456.89999999999986,261.0,0,0,0,0,0,0,0,0,1,0,0,0
12565.0,2.0,131.17000000000007,282.0,0,0,0,0,0,0,0,0,1,0,0,0
12566.0,2.0,346.70000000000005,73.0,0,0,0,0,0,0,0,0,1,0,0,0
12567.0,11.0,9114.94,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12569.0,35.0,4064.99,2.0,0,0,0,0,0,0,0,0,1,0,0,-1
12571.0,2.0,519.6099999999999,40.0,0,0,0,0,0,0,0,1,0,0,0,-1
12572.0,3.0,1004.72,9.0,0,0,0,0,0,0,0,0,1,0,0,0
12573.0,1.0,160.53999999999996,227.0,0,0,0,0,0,0,0,0,1,0,0,0
12574.0,1.0,218.45000000000005,316.0,0,0,0,0,0,0,0,0,1,0,0,0
12576.0,6.0,1306.98,35.99999999999999,0,0,0,0,0,0,0,0,1,0,0,0
12577.0,4.0,595.3999999999999,35.0,0,0,0,0,0,0,0,0,1,0,0,0
12578.0,4.0,2753.36,21.0,0,0,0,0,0,0,0,0,1,0,0,0
12579.0,3.0,410.72,73.0,0,0,0,0,0,0,0,0,1,0,0,0
12580.0,1.0,415.70000000000005,247.0,0,0,0,0,0,0,0,0,1,0,0,0
12581.0,1.0,197.71000000000004,40.0,0,0,0,0,0,0,0,0,1,0,0,0
12582.0,2.0,511.3599999999999,239.0,0,0,0,0,0,0,0,0,1,0,0,0
12583.0,18.0,7187.34,3.0,0,0,0,0,0,0,0,0,1,0,0,0
12584.0,18.0,1893.95,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12585.0,4.0,1982.81,234.0,0,0,0,0,0,0,0,0,1,0,0,0
12586.0,2.0,179.94000000000005,17.0,0,0,0,0,0,0,1,0,0,0,0,-1
12587.0,1.0,144.0,8.0,0,1,0,0,0,0,0,0,0,0,0,-1
12588.0,1.0,214.89999999999986,38.99999999999999,0,0,0,0,0,0,0,0,1,0,0,0
12589.0,2.0,646.6800000000001,29.000000000000007,0,0,0,0,0,0,0,0,1,0,0,0
12590.0,3.0,9861.38,190.0,0,0,0,0,0,0,0,0,1,0,0,0
12591.0,1.0,452.8499999999999,317.0,0,0,0,0,0,0,0,0,1,0,0,0
12592.0,2.0,437.60000000000014,92.0,0,1,0,0,0,0,0,0,0,0,0,-1
12593.0,3.0,418.0999999999999,109.0,0,1,0,0,0,0,0,0,0,0,0,-1
12594.0,11.0,3320.2200000000003,38.0,0,0,0,0,0,0,0,0,1,0,0,0
12596.0,2.0,618.27,51.0,0,0,0,0,0,0,0,0,1,0,0,0
12597.0,5.0,3683.13,19.0,0,0,0,0,0,0,0,0,1,0,0,0
12598.0,9.0,3002.68,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12599.0,7.0,1032.58,29.000000000000007,0,0,0,0,0,0,0,1,0,0,0,-1
12600.0,11.0,2581.04,29.000000000000007,0,0,0,0,0,0,0,0,1,0,0,0
12601.0,6.0,569.5600000000002,190.0,0,0,0,0,0,0,0,0,1,0,0,0
12602.0,1.0,153.12000000000012,59.0,0,0,0,0,0,0,0,0,1,0,0,0
12603.0,1.0,739.2,22.0,0,0,0,0,0,0,0,0,1,0,0,0
12604.0,2.0,254.18000000000006,79.0,0,0,0,0,0,0,0,0,1,0,0,0
12605.0,1.0,-7.5,365.0,0,1,0,0,0,0,0,0,0,0,0,-1
12607.0,2.0,0.0,58.0,0,0,0,0,0,0,0,0,1,0,0,0
12609.0,3.0,1126.85,78.0,0,0,0,0,0,0,0,0,1,0,0,0
12610.0,7.0,2057.99,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12611.0,1.0,1193.32,52.0,0,0,0,0,0,0,0,0,1,0,0,0
12612.0,2.0,643.5899999999999,58.0,0,0,0,0,0,0,0,0,1,0,0,0
12613.0,6.0,3218.98,31.0,0,0,0,0,0,0,0,0,1,0,0,0
12614.0,1.0,315.60000000000014,278.0,0,0,0,0,0,0,0,0,1,0,0,0
12615.0,4.0,2291.19,2.0,0,0,0,0,0,0,0,0,1,0,0,0
12616.0,5.0,657.25,85.0,0,0,0,0,0,0,0,0,1,0,0,0
12617.0,1.0,355.53,29.000000000000007,0,0,0,0,0,0,0,0,1,0,0,0
12618.0,1.0,177.30999999999995,22.0,0,0,0,0,0,0,0,0,1,0,0,0
12619.0,13.0,3214.81,16.0,0,0,0,0,0,0,0,0,1,0,0,0
12620.0,3.0,1339.41,15.0,0,0,0,0,0,0,0,0,1,0,0,0
12621.0,23.0,13612.07,2.0,0,0,0,0,0,0,0,0,1,0,0,0
12622.0,1.0,180.0999999999999,232.0,0,0,0,0,0,0,0,0,1,0,0,0
12623.0,1.0,305.10000000000014,276.0,0,0,0,0,0,0,0,0,1,0,0,0
12624.0,2.0,641.1299999999999,106.0,0,0,0,0,0,0,0,0,1,0,0,0
12625.0,3.0,2614.32,212.0,0,0,0,0,0,0,0,0,1,0,0,0
12626.0,13.0,6388.35,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12627.0,7.0,4478.53,11.0,0,0,0,0,0,0,0,0,1,0,0,0
12628.0,4.0,769.6099999999999,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12630.0,2.0,1270.88,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12631.0,1.0,640.5,57.0,0,0,0,0,0,0,0,0,1,0,0,0
12633.0,5.0,2140.63,59.0,0,0,0,0,0,0,0,0,1,0,0,0
12635.0,2.0,1689.18,90.0,0,0,0,0,0,0,0,0,1,0,0,0
12637.0,10.0,5953.25,67.0,0,0,0,0,0,0,0,0,1,0,0,0
12638.0,1.0,671.69,32.99999999999999,0,0,0,0,0,0,0,0,1,0,0,0
12639.0,1.0,486.10000000000014,239.0,0,0,0,0,0,0,0,0,1,0,0,0
12640.0,3.0,1174.58,24.0,0,0,0,0,0,0,0,0,1,0,0,0
12641.0,1.0,185.9000000000001,115.0,0,0,0,0,0,0,0,0,1,0,0,0
12642.0,3.0,1013.26,25.0,0,0,0,0,0,0,0,0,1,0,0,0
12643.0,6.0,3344.64,128.0,0,0,0,0,0,0,0,0,1,0,0,0
12644.0,1.0,477.9100000000001,130.0,0,0,0,0,0,0,0,0,1,0,0,0
12645.0,5.0,1755.38,34.0,0,0,0,0,0,0,0,0,1,0,0,0
12646.0,2.0,1346.97,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12647.0,13.0,3669.92,22.0,0,0,0,0,0,0,0,0,1,0,0,0
12648.0,1.0,318.04999999999995,155.0,0,0,0,0,0,0,0,0,1,0,0,0
12649.0,4.0,603.71,107.0,0,0,0,0,0,0,0,0,1,0,0,0
12650.0,1.0,314.44000000000005,3.0,0,0,0,0,0,0,0,0,1,0,0,0
12651.0,1.0,114.0,335.0,0,0,0,0,0,0,0,0,1,0,0,0
12652.0,2.0,914.53,322.0,0,0,0,0,0,0,0,0,1,0,0,0
12653.0,2.0,2209.85,149.0,0,0,0,0,0,0,0,0,1,0,0,0
12654.0,5.0,601.98,11.0,0,0,0,0,0,0,0,0,1,0,0,0
12656.0,8.0,3982.7199999999993,17.0,0,0,0,0,0,0,0,0,1,0,0,0
12657.0,5.0,1152.06,11.0,0,0,0,0,0,0,0,0,1,0,0,0
12658.0,1.0,686.05,19.0,0,0,0,0,0,0,0,0,1,0,0,0
12659.0,1.0,91.68000000000006,30.0,0,0,0,0,0,0,0,0,1,0,0,0
12660.0,1.0,245.0999999999999,11.0,0,0,0,0,0,0,0,0,1,0,0,0
12662.0,12.0,3817.08,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12664.0,10.0,4863.88,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12665.0,2.0,61.75,325.0,0,0,0,0,0,0,1,0,0,0,0,-1
12666.0,1.0,-227.43999999999983,359.0,0,0,0,1,0,0,0,0,0,0,0,-1
12667.0,1.0,620.1299999999999,58.0,0,0,0,0,0,0,0,0,1,0,0,0
12668.0,6.0,3743.18,7.0,0,0,0,0,0,0,0,0,1,0,0,0
12669.0,4.0,1607.73,151.0,0,0,0,0,0,0,0,0,1,0,0,0
12670.0,6.0,2986.15,10.0,0,0,0,0,0,0,0,0,1,0,0,0
12672.0,1.0,225.89999999999986,330.0,0,0,0,0,0,0,0,0,1,0,0,0
12673.0,2.0,610.52,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12674.0,7.0,1919.31,12.0,0,0,0,0,0,0,0,0,1,0,0,0
12676.0,6.0,1331.39,25.0,0,0,0,0,0,0,0,0,1,0,0,0
12678.0,13.0,17588.26,42.0,0,0,0,0,0,0,0,0,1,0,0,0
12679.0,9.0,1058.67,52.0,0,0,0,0,0,0,0,0,1,0,0,0
12680.0,4.0,862.81,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12681.0,27.000000000000004,13677.59,15.0,0,0,0,0,0,0,0,0,1,0,0,0
12682.0,31.0,12288.22,4.0,0,0,0,0,0,0,0,0,1,0,0,-1
12683.0,20.0,8221.09,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12684.0,7.0,2283.63,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12685.0,6.0,2863.08,28.0,0,0,0,0,0,0,0,0,1,0,0,0
12686.0,1.0,89.1400000000001,372.0,0,0,0,0,0,0,0,0,1,0,0,0
12688.0,1.0,4873.8099999999995,114.0,0,0,0,0,0,0,0,0,1,0,0,0
12689.0,2.0,1247.61,26.0,0,0,0,0,0,0,0,0,1,0,0,0
12690.0,1.0,389.01,206.0,0,0,0,0,0,0,0,0,1,0,0,0
12691.0,6.0,1035.8,28.0,0,0,0,0,0,0,0,0,1,0,0,0
12693.0,6.0,830.96,121.0,0,0,0,0,0,0,0,0,1,0,0,0
12694.0,2.0,869.6699999999998,70.0,0,0,0,0,0,0,0,0,1,0,0,0
12695.0,4.0,582.1000000000001,7.0,0,0,0,0,0,0,0,0,1,0,0,0
12697.0,5.0,939.02,21.0,0,0,0,0,0,0,0,0,1,0,0,0
12700.0,6.0,4867.99,8.0,0,0,0,0,0,0,0,0,1,0,0,0
12701.0,2.0,797.71,80.0,0,0,0,0,0,0,0,0,1,0,0,0
12702.0,1.0,219.0,20.0,0,0,0,0,0,0,0,0,1,0,0,0
12703.0,2.0,274.70000000000005,64.0,0,0,0,0,0,0,0,0,1,0,0,0
12704.0,10.0,2220.84,7.0,0,0,0,0,0,0,0,0,1,0,0,0
12705.0,14.0,6814.24,15.0,0,0,0,0,0,0,0,0,1,0,0,0
12707.0,1.0,603.4199999999998,292.0,0,0,0,0,0,0,0,0,1,0,0,0
12708.0,16.0,2616.32,30.0,0,0,0,0,0,0,0,0,1,0,0,0
12709.0,26.0,9294.1,3.0,0,0,0,0,0,0,0,0,1,0,0,0
12710.0,4.0,1130.57,97.0,0,0,0,0,0,0,0,0,1,0,0,0
12712.0,17.0,4241.63,23.0,0,0,0,0,0,0,0,0,1,0,0,0
12713.0,1.0,848.55,1.0,0,0,0,0,0,0,0,0,1,0,0,0
12714.0,5.0,4708.86,9.0,0,0,0,0,0,0,0,0,1,0,0,0
12715.0,1.0,353.8599999999999,106.0,0,1,0,0,0,0,0,0,0,0,0,-1
12716.0,2.0,1053.49,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12717.0,3.0,980.98,151.0,0,0,0,0,0,0,0,0,1,0,0,0
12718.0,1.0,238.25,71.0,0,0,0,0,0,0,0,0,1,0,0,0
12719.0,3.0,608.1000000000001,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12720.0,29.0,5713.28,3.0,0,0,0,0,0,0,0,0,1,0,0,-1
12721.0,7.0,2628.98,32.00000000000001,0,0,0,0,0,0,0,0,1,0,0,0
12722.0,6.0,904.33,85.0,0,0,0,0,0,0,0,0,1,0,0,0
12723.0,5.0,725.0699999999999,4.0,0,0,0,0,0,0,0,0,1,0,0,0
12724.0,4.0,1031.41,5.0,0,0,0,0,0,0,0,0,1,0,0,0
12725.0,1.0,427.79999999999995,371.0,0,0,0,0,0,0,0,0,1,0,0,0
12726.0,7.0,2609.1,28.0,0,0,0,0,0,0,0,0,1,0,0,0
12727.0,9.0,3947.7,11.0,0,0,0,0,0,0,0,0,1,0,0,0
12728.0,4.0,836.3300000000002,71.0,0,0,0,0,0,0,0,0,1,0,0,0
