CustomerID,Frequency,Monetary,Recency,ProductType,Country
12402.0,1,225.6,323,Accessories,Belgium
12403.0,2,409.7,50,Others,Denmark
12405.0,1,1710.39,149,Others,Finland
12406.0,3,3280.75,22,Others,Denmark
12407.0,5,1708.1200000000001,50,Others,Belgium
12408.0,9,2842.57,33,Others,Belgium
12409.0,7,11056.93,79,Others,Switzerland
12410.0,3,681.0799999999999,301,Others,Switzerland
12412.0,3,1226.88,75,Others,Denmark
12413.0,5,694.15,67,Others,France
12414.0,3,562.41,217,Others,Austria
12415.0,26,123725.45,24,Others,Australia
12417.0,12,3578.8,3,Others,Belgium
12418.0,1,668.58,113,Others,Switzerland
12420.0,1,600.39,64,Others,Cyprus
12421.0,5,806.27,16,Others,Spain
12422.0,3,803.5600000000001,96,Accessories,Australia
12423.0,9,1849.11,1,Others,Belgium
12424.0,2,1760.96,163,Others,Australia
12425.0,1,777.2,78,Others,Portugal
12426.0,1,582.73,195,Others,Germany
12427.0,5,708.37,12,Others,Germany
12428.0,12,7877.2,26,Others,Finland
12429.0,4,3750.4,9,Others,Denmark
12430.0,1,256.4,43,Others,Norway
12431.0,18,6416.39,36,Others,Australia
12432.0,5,5059.32,43,Others,Norway
12433.0,7,13375.87,1,Others,Norway
12434.0,4,765.19,85,Others,Australia
12435.0,2,7829.89,80,Others,Denmark
12436.0,1,509.01,100,Others,Norway
12437.0,19,4896.66,2,Others,France
12438.0,2,2906.85,14,Others,Norway
12441.0,1,173.55,367,Others,France
12442.0,1,172.06,3,Others,Spain
12444.0,5,5005.46,21,Others,Norway
12445.0,1,133.4,22,Home Decor,Spain
12446.0,1,1002.3100000000001,58,Others,RSA
12447.0,1,476.49,243,Others,Belgium
12448.0,1,449.45,44,Others,Spain
12449.0,4,4067.29,22,Others,Belgium
12450.0,2,197.88,156,Others,Spain
12451.0,6,8933.52,11,Others,Switzerland
12452.0,3,428.57,17,Others,Switzerland
12453.0,1,707.09,134,Others,Austria
12454.0,2,5.684341886080802e-14,53,Others,Spain
12455.0,6,2466.86,73,Others,Cyprus
12456.0,4,3153.89,44,Others,Switzerland
12457.0,12,1917.78,58,Others,Switzerland
12458.0,2,947.4,71,Others,Switzerland
12461.0,2,826.88,94,Others,Switzerland
12462.0,4,1124.01,2,Others,Spain
12463.0,7,1303.63,46,Others,Belgium
12464.0,8,1212.05,10,Others,Belgium
12465.0,3,733.89,8,Others,Belgium
12468.0,3,724.0400000000001,143,Others,Germany
12471.0,49,18740.92,2,Others,Germany
12472.0,13,6229.48,31,Others,Germany
12473.0,9,2848.23,29,Others,Germany
12474.0,30,7116.47,17,Others,Germany
12475.0,1,723.38,54,Others,Germany
12476.0,20,6546.58,1,Others,Germany
12477.0,9,13117.01,23,Others,Germany
12478.0,1,680.99,4,Others,Greece
12479.0,3,477.3,4,Office Supplies,Germany
12480.0,4,3281.63,28,Others,Germany
12481.0,11,5590.86,23,Others,Germany
12483.0,13,2327.13,17,Others,Sweden
12484.0,8,4495.27,33,Others,Spain
12488.0,3,1298.66,10,Others,France
12489.0,1,334.93,336,Others,France
12490.0,10,5417.93,5,Others,France
12491.0,1,460.40000000000003,39,Toys,France
12492.0,2,263.21000000000004,63,Others,Germany
12493.0,3,416.79,166,Accessories,France
12494.0,13,1139.3500000000001,10,Others,France
12497.0,1,1043.1,82,Others,Germany
12498.0,3,403.70000000000005,21,Accessories,Germany
12500.0,13,4206.27,23,Others,Germany
12501.0,2,2089.68,315,Others,Germany
12502.0,5,3723.87,96,Others,Spain
12503.0,1,-1126.0,338,Others,Spain
12504.0,4,114.0,18,Accessories,Germany
12505.0,1,-4.5,301,Others,Italy
12506.0,1,73.5,233,Others,France
12507.0,4,1258.06,134,Others,Spain
12508.0,2,398.27,26,Others,France
12509.0,1,176.5,284,Accessories,France
12510.0,2,982.5699999999999,143,Others,Spain
12512.0,2,138.03,66,Others,Israel
12513.0,2,586.79,85,Others,France
12514.0,1,1017.68,267,Others,Italy
12515.0,1,383.7,353,Others,Italy
12516.0,2,1312.06,78,Accessories,Germany
12517.0,6,2464.89,28,Others,Germany
12518.0,5,2056.89,1,Others,Germany
12519.0,1,340.84,64,Others,Germany
12520.0,6,2582.51,79,Others,Germany
12521.0,1,599.68,143,Others,Germany
12522.0,2,192.72,39,Home Decor,Germany
12523.0,13,1745.57,2,Others,France
12524.0,8,4485.72,9,Others,Germany
12526.0,3,1316.66,1,Others,Germany
12527.0,3,348.71000000000004,82,Accessories,Germany
12528.0,8,1922.28,9,Others,Germany
12530.0,5,1623.63,60,Others,Germany
12531.0,1,125.22,15,Others,Germany
12532.0,1,349.83000000000004,30,Others,France
12534.0,1,1089.18,131,Others,Germany
12535.0,2,716.35,92,Others,France
12536.0,5,4106.82,8,Others,France
12538.0,1,363.95,29,Others,Spain
12539.0,5,3852.5,22,Others,Spain
12540.0,19,13309.039999999999,20,Others,Spain
12541.0,3,981.18,30,Others,Spain
12544.0,2,355.7,30,Others,Spain
12545.0,2,1000.39,75,Others,Spain
12546.0,3,1141.5,47,Others,Spain
12547.0,2,207.79999999999998,198,Home Decor,Spain
12548.0,1,95.19999999999999,166,Office Supplies,Spain
12550.0,1,964.83,79,Others,Spain
12551.0,1,168.0,358,Accessories,Spain
12552.0,2,437.82,39,Others,Italy
12553.0,14,3652.25,8,Others,France
12556.0,2,603.71,50,Others,Spain
12557.0,5,11990.960000000001,16,Accessories,Spain
12558.0,2,1.0658141036401503e-14,2,Others,USA
12559.0,3,536.21,311,Others,Germany
12560.0,4,2101.39,5,Others,Germany
12561.0,1,238.85,303,Others,Germany
12562.0,7,3781.7400000000002,8,Accessories,France
12564.0,1,456.9,261,Others,France
12565.0,2,131.17,282,Others,Saudi Arabia
12566.0,2,346.7,73,Others,Germany
12567.0,11,9114.94,23,Others,France
12569.0,35,4064.9900000000002,2,Others,Germany
12571.0,2,519.61,40,Office Supplies,France
12572.0,3,1004.72,9,Others,Germany
12573.0,1,160.54000000000002,227,Others,France
12574.0,1,218.45,316,Others,France
12576.0,6,1306.98,36,Others,Poland
12577.0,4,595.4,35,Others,France
12578.0,4,2753.36,21,Others,Italy
12579.0,3,410.72,73,Others,France
12580.0,1,415.7,247,Others,Germany
12581.0,1,197.71,40,Others,Germany
12582.0,2,511.36,239,Others,Finland
12583.0,18,7187.34,3,Others,France
12584.0,18,1893.95,4,Others,Italy
12585.0,4,1982.81,234,Others,Germany
12586.0,2,179.94000000000003,17,Home Decor,Italy
12587.0,1,144.0,8,Accessories,Finland
12588.0,1,214.89999999999998,39,Others,Finland
12589.0,2,646.68,29,Others,France
12590.0,3,9861.38,190,Others,Germany
12591.0,1,452.84999999999997,317,Others,Italy
12592.0,2,437.6,92,Accessories,Germany
12593.0,3,418.09999999999997,109,Accessories,France
12594.0,11,3320.2200000000003,38,Others,Italy
12596.0,2,618.27,51,Others,Spain
12597.0,5,3683.13,19,Others,Spain
12598.0,9,3002.68,10,Others,France
12599.0,7,1032.58,29,Office Supplies,France
12600.0,11,2581.04,29,Others,Germany
12601.0,6,569.5600000000001,190,Others,Germany
12602.0,1,153.12,59,Others,France
12603.0,1,739.1999999999999,22,Others,Germany
12604.0,2,254.18,79,Others,France
12605.0,1,-7.5,365,Accessories,Germany
12607.0,2,3.552713678800501e-15,58,Others,USA
12609.0,3,1126.85,78,Others,Germany
12610.0,7,2057.99,23,Others,Italy
12611.0,1,1193.32,52,Others,Italy
12612.0,2,643.59,58,Others,Germany
12613.0,6,3218.98,31,Others,Germany
12614.0,1,315.6,278,Others,Germany
12615.0,4,2291.19,2,Others,France
12616.0,5,657.25,85,Others,France
12617.0,1,355.53,29,Others,France
12618.0,1,177.31,22,Others,Italy
12619.0,13,3214.81,16,Others,Germany
12620.0,3,1339.41,15,Others,France
12621.0,23,13612.07,2,Others,Germany
12622.0,1,180.1,232,Others,Germany
12623.0,1,305.1,276,Others,Germany
12624.0,2,641.13,106,Others,France
12625.0,3,2614.32,212,Others,Germany
12626.0,13,6388.35,23,Others,Germany
12627.0,7,4478.53,11,Others,Germany
12628.0,4,769.61,4,Others,Germany
12630.0,2,1270.88,10,Others,Finland
12631.0,1,640.5,57,Others,Finland
12633.0,5,2140.63,59,Others,Germany
12635.0,2,1689.18,90,Others,Germany
12637.0,10,5953.25,67,Others,France
12638.0,1,671.69,33,Others,Sweden
12639.0,1,486.1,239,Others,Sweden
12640.0,3,1174.58,24,Others,France
12641.0,1,185.9,115,Others,Sweden
12642.0,3,1013.26,25,Others,Germany
12643.0,6,3344.64,128,Others,France
12644.0,1,477.91,130,Others,Germany
12645.0,5,1755.38,34,Others,Germany
12646.0,2,1346.97,5,Others,USA
12647.0,13,3669.92,22,Others,Germany
12648.0,1,318.05,155,Others,Germany
12649.0,4,603.71,107,Others,Germany
12650.0,1,314.44,3,Others,France
12651.0,1,114.0,335,Others,France
12652.0,2,914.53,322,Others,France
12653.0,2,2209.85,149,Others,Israel
12654.0,5,601.98,11,Others,Germany
12656.0,8,3982.72,17,Others,France
12657.0,5,1152.06,11,Others,France
12658.0,1,686.05,19,Others,Germany
12659.0,1,91.68,30,Others,France
12660.0,1,245.1,11,Others,France
12662.0,12,3817.08,1,Others,Germany
12664.0,10,4863.88,8,Others,Finland
12665.0,2,61.75,325,Home Decor,Germany
12666.0,1,-227.44,359,Clothing,Israel
12667.0,1,620.13,58,Others,Finland
12668.0,6,3743.18,7,Others,Germany
12669.0,4,1607.73,151,Others,France
12670.0,6,2986.15,10,Others,France
12672.0,1,225.89999999999998,330,Others,France
12673.0,2,610.52,5,Others,Germany
12674.0,7,1919.31,12,Others,France
12676.0,6,1331.39,25,Others,Sweden
12678.0,13,17588.26,42,Others,France
12679.0,9,1058.67,52,Others,France
12680.0,4,862.81,1,Others,France
12681.0,27,13677.59,15,Others,France
12682.0,31,12288.22,4,Others,France
12683.0,20,8221.09,4,Others,France
12684.0,7,2283.63,8,Others,France
12685.0,6,2863.08,28,Others,France
12686.0,1,89.14,372,Others,France
12688.0,1,4873.8099999999995,114,Others,Israel
12689.0,2,1247.61,26,Others,France
12690.0,1,389.01,206,Others,France
12691.0,6,1035.8,28,Others,France
12693.0,6,830.96,121,Others,Germany
12694.0,2,869.67,70,Others,France
12695.0,4,582.1,7,Others,France
12697.0,5,939.02,21,Others,Sweden
12700.0,6,4867.99,8,Others,France
12701.0,2,797.71,80,Others,Germany
12702.0,1,219.0,20,Others,Germany
12703.0,2,274.7,64,Others,Germany
12704.0,10,2220.84,7,Others,Finland
12705.0,14,6814.24,15,Others,Germany
12707.0,1,603.42,292,Others,France
12708.0,16,2616.32,30,Others,Germany
12709.0,26,9294.1,3,Others,Germany
12710.0,4,1130.57,97,Others,Germany
12712.0,17,4241.63,23,Others,Germany
12713.0,1,848.55,1,Others,Germany
12714.0,5,4708.86,9,Others,France
12715.0,1,353.86,106,Accessories,Sweden
12716.0,2,1053.49,4,Others,France
12717.0,3,980.98,151,Others,Greece
12718.0,1,238.25,71,Others,France
12719.0,3,608.1,5,Others,France
12720.0,29,5713.28,3,Others,Germany
12721.0,7,2628.98,32,Others,France
12722.0,6,904.33,85,Others,France
12723.0,5,725.07,4,Others,France
12724.0,4,1031.41,5,Others,France
12725.0,1,427.8,371,Others,Italy
12726.0,7,2609.1,28,Others,France
12727.0,9,3947.7,11,Others,France
12728.0,4,836.33,71,Others,France
12729.0,1,453.01,114,Others,France
12731.0,14,18793.41,24,Others,France
12732.0,1,236.26000000000002,180,Others,France
12733.0,1,383.95,234,Others,USA
12734.0,1,110.39999999999999,353,Others,France
12735.0,2,779.5699999999999,315,Others,France
12736.0,1,234.0,333,Others,France
12738.0,1,155.35,372,Others,Germany
12739.0,2,1013.04,78,Others,United Arab Emirates
12740.0,1,427.6,64,Others,France
12743.0,2,546.43,134,Others,Unspecified
12744.0,10,9120.39,52,Others,Singapore
12747.0,11,4196.01,2,Others,United Kingdom
12748.0,224,29072.1,1,Others,United Kingdom
12749.0,8,3868.2,4,Others,United Kingdom
12750.0,1,275.88,129,Others,Poland
12752.0,1,4366.78,81,Others,Norway
12753.0,11,21024.01,4,Others,Japan
12754.0,5,2949.12,236,Others,Japan
12755.0,4,2203.2,250,Others,Japan
12756.0,1,112.07999999999998,87,Others,Japan
12757.0,19,4227.7,16,Others,Portugal
12758.0,2,2791.59,117,Accessories,Portugal
12759.0,3,1531.44,52,Others,Netherlands
12762.0,2,1898.52,8,Others,Portugal
12763.0,2,494.08,138,Others,Japan
12764.0,1,1693.88,317,Others,Lebanon
12766.0,7,6989.63,4,Others,Portugal
12769.0,1,1143.6,239,Others,Brazil
12770.0,1,1351.45,211,Accessories,Japan
12772.0,1,892.47,60,Others,Portugal
12775.0,6,1351.24,17,Home Decor,Netherlands
12778.0,7,804.23,20,Others,Netherlands
12779.0,12,3868.7,21,Others,Poland
12781.0,5,707.72,21,Others,Czech Republic
12782.0,6,2273.32,5,Others,Portugal
12783.0,8,1603.87,2,Others,Portugal
12784.0,2,574.42,9,Others,Portugal
12785.0,2,305.71,3,Accessories,Portugal
12787.0,3,463.66,10,Others,Netherlands
12789.0,1,91.85,65,Others,Netherlands
12790.0,1,324.92,192,Others,Netherlands
12791.0,1,192.60000000000002,374,Pet Supplies,Netherlands
12792.0,1,400.53999999999996,257,Others,Portugal
12793.0,2,545.48,335,Accessories,Portugal
12794.0,2,860.41,53,Others,Portugal
12795.0,1,430.48,19,Others,Portugal
12797.0,3,194.18,360,Others,Portugal
12798.0,3,6977.04,10,Others,Japan
12802.0,2,412.58,184,Others,Netherlands
12808.0,3,483.65000000000003,37,Accessories,Portugal
12809.0,2,484.36,168,Others,Portugal
12811.0,3,514.85,261,Accessories,Portugal
12812.0,1,229.64000000000001,45,Others,Japan
12814.0,1,125.92,102,Others,Poland
12815.0,2,1063.46,148,Others,Poland
12816.0,2,572.2,96,Others,Poland
12817.0,1,166.04,281,Others,Austria
12818.0,2,1517.88,178,Others,Austria
12820.0,4,942.34,3,Others,United Kingdom
12821.0,1,92.72,214,Home Decor,United Kingdom
12822.0,3,918.98,71,Accessories,United Kingdom
12823.0,5,1759.5,75,Others,United Kingdom
12824.0,1,397.12,60,Others,United Kingdom
12826.0,8,1468.1200000000001,3,Accessories,United Kingdom
12827.0,3,430.15000000000003,6,Others,United Kingdom
12828.0,6,1018.71,3,Others,United Kingdom
12829.0,3,253.05,322,Others,United Kingdom
12830.0,7,6748.4,38,Others,United Kingdom
12831.0,1,215.05,262,Home Decor,United Kingdom
12832.0,2,383.03,32,Others,United Kingdom
12833.0,1,417.38,145,Others,United Kingdom
12834.0,1,312.38,283,Others,United Kingdom
12836.0,4,2612.86,59,Others,United Kingdom
12837.0,1,134.1,173,Others,United Kingdom
12838.0,2,683.13,34,Others,United Kingdom
12839.0,16,5583.62,3,Accessories,United Kingdom
12840.0,6,2714.27,144,Accessories,United Kingdom
12841.0,26,3876.4,5,Others,United Kingdom
12842.0,2,1118.99,70,Others,United Kingdom
12843.0,9,1680.76,66,Others,United Kingdom
12844.0,2,325.96000000000004,29,Others,United Kingdom
12845.0,4,354.09,267,Others,United Kingdom
12847.0,1,871.54,22,Others,United Kingdom
12849.0,2,1050.8899999999999,31,Others,United Kingdom
12851.0,1,135.18,97,Others,United Kingdom
12852.0,2,299.75,290,Others,United Kingdom
12853.0,9,1881.7,108,Others,United Kingdom
12854.0,5,1289.15,79,Home Decor,United Kingdom
12855.0,1,38.1,373,Others,United Kingdom
12856.0,8,2162.68,8,Others,United Kingdom
12857.0,2,1106.4,211,Others,United Kingdom
12863.0,2,504.2,52,Others,United Kingdom
12864.0,1,147.12,138,Others,United Kingdom
12865.0,3,1548.07,26,Others,Austria
12866.0,1,559.12,283,Others,Belgium
12867.0,10,3986.22,26,Others,United Kingdom
12868.0,6,1607.0600000000002,186,Others,United Kingdom
12870.0,1,-14.899999999999999,366,Accessories,United Kingdom
12871.0,2,380.64,84,Home Decor,United Kingdom
12872.0,2,599.97,327,Others,United Kingdom
12873.0,1,374.0,282,Office Supplies,United Kingdom
12875.0,2,343.2300000000001,143,Others,United Kingdom
12876.0,2,2218.02,58,Others,Belgium
12877.0,12,1535.77,4,Others,United Kingdom
12878.0,3,841.64,18,Others,United Kingdom
12879.0,4,552.5699999999999,45,Food,United Kingdom
12881.0,1,298.0,276,Others,United Kingdom
12882.0,2,1463.04,9,Others,United Kingdom
12883.0,4,703.47,25,Others,United Kingdom
12884.0,1,309.05,88,Accessories,United Kingdom
12885.0,4,1158.27,63,Others,United Kingdom
12886.0,3,1351.09,68,Others,United Kingdom
12888.0,4,313.77,214,Others,United Kingdom
12890.0,1,380.46999999999997,24,Others,United Kingdom
12891.0,3,331.0,186,Others,United Kingdom
12893.0,1,188.14,31,Others,United Kingdom
12895.0,3,347.3,42,Home Decor,United Kingdom
12897.0,2,216.5,205,Home Decor,United Kingdom
12901.0,36,16293.1,9,Others,United Kingdom
12902.0,1,138.68,265,Others,United Kingdom
12904.0,2,509.58,18,Home Decor,United Kingdom
12906.0,5,2919.81,12,Others,United Kingdom
12908.0,4,246.0,59,Others,United Kingdom
12909.0,8,2128.83,40,Others,United Kingdom
12910.0,8,3075.04,23,Others,United Kingdom
12912.0,5,1662.3,3,Others,United Kingdom
12913.0,5,2483.63,5,Others,United Kingdom
12915.0,2,363.65,149,Others,United Kingdom
12916.0,5,2982.35,139,Others,United Kingdom
12917.0,1,594.0,128,Others,United Kingdom
12919.0,8,1301.44,8,Others,United Kingdom
12920.0,1,164.23,17,Others,United Kingdom
12921.0,50,16389.74,4,Others,United Kingdom
12922.0,1,405.38,161,Others,United Kingdom
12923.0,1,176.97,64,Others,United Kingdom
12924.0,5,929.95,88,Others,United Kingdom
12925.0,2,694.05,5,Others,United Kingdom
12928.0,5,2062.7000000000003,35,Accessories,United Kingdom
12929.0,2,105.1,122,Others,United Kingdom
12930.0,4,409.9,78,Home Decor,United Kingdom
12931.0,20,33462.81,22,Others,United Kingdom
12933.0,4,606.28,24,Others,United Kingdom
12935.0,8,2156.45,2,Others,United Kingdom
12936.0,5,1012.9,17,Others,United Kingdom
12937.0,4,1504.27,15,Others,United Kingdom
12938.0,1,114.14,26,Home Decor,United Kingdom
12939.0,8,11581.8,64,Others,United Kingdom
12940.0,4,876.29,46,Home Decor,United Kingdom
12942.0,3,683.9,131,Others,United Kingdom
12943.0,1,-3.75,301,Others,United Kingdom
12944.0,2,604.51,36,Others,United Kingdom
12945.0,1,462.95,288,Home Decor,United Kingdom
12947.0,11,1407.29,144,Others,United Kingdom
12948.0,8,2053.7,16,Others,United Kingdom
12949.0,10,4143.02,31,Others,United Kingdom
12950.0,3,1843.0,2,Accessories,United Kingdom
12951.0,8,1042.07,9,Others,United Kingdom
12952.0,5,1382.8400000000001,6,Others,United Kingdom
12953.0,1,329.85,10,Others,United Kingdom
12955.0,14,4734.26,1,Others,United Kingdom
12956.0,1,108.07,306,Others,United Kingdom
12957.0,12,3979.04,4,Others,United Kingdom
12962.0,2,266.39,7,Others,United Kingdom
12963.0,9,1841.03,8,Others,United Kingdom
12965.0,1,771.91,89,Others,United Kingdom
12966.0,1,160.18,10,Others,United Kingdom
12967.0,4,1194.75,3,Others,United Kingdom
12968.0,1,135.95,112,Others,United Kingdom
12970.0,4,452.24,7,Others,United Kingdom
12971.0,89,10930.26,4,Others,United Kingdom
12974.0,1,144.8,198,Others,United Kingdom
12976.0,1,738.6,212,Others,United Kingdom
12977.0,1,39.239999999999995,156,Others,United Kingdom
12980.0,12,7092.06,156,Others,United Kingdom
12981.0,2,372.21999999999997,30,Others,United Kingdom
12982.0,2,377.2,240,Others,United Kingdom
12984.0,1,97.5,19,Accessories,United Kingdom
12985.0,3,1215.6200000000001,1,Others,United Kingdom
12987.0,3,545.0,74,Others,United Kingdom
12988.0,1,535.32,292,Others,United Kingdom
12989.0,19,6854.51,3,Others,United Kingdom
12990.0,3,409.5,31,Accessories,United Kingdom
12991.0,2,503.76,23,Others,United Kingdom
12993.0,4,414.76,23,Others,United Kingdom
12994.0,5,902.22,4,Others,United Kingdom
12995.0,2,200.72,78,Others,United Kingdom
12997.0,7,1197.94,22,Others,United Kingdom
12999.0,3,455.88,196,Others,United Kingdom
13000.0,3,534.85,107,Others,United Kingdom
13001.0,15,9797.92,4,Others,United Kingdom
13002.0,1,120.94999999999999,318,Home Decor,United Kingdom
13003.0,3,149.05,106,Office Supplies,United Kingdom
13004.0,22,5613.43,12,Others,United Kingdom
13005.0,3,468.95,174,Others,United Kingdom
13006.0,1,81.57,56,Home Decor,United Kingdom
13008.0,2,178.46999999999997,323,Home Decor,United Kingdom
13011.0,1,50.550000000000004,372,Others,United Kingdom
13012.0,11,1311.6200000000001,9,Others,United Kingdom
13013.0,15,4786.99,1,Others,United Kingdom
13014.0,16,3365.43,3,Others,United Kingdom
13015.0,5,3346.28,53,Others,United Kingdom
13016.0,3,789.89,73,Others,United Kingdom
13017.0,1,204.0,7,Food,United Kingdom
13018.0,29,7272.75,16,Others,United Kingdom
13021.0,12,2584.4,4,Others,United Kingdom
13023.0,2,689.9,64,Others,United Kingdom
13026.0,8,936.15,1,Others,United Kingdom
13027.0,6,6912.0,114,Others,United Kingdom
13028.0,3,659.68,23,Accessories,United Kingdom
13029.0,3,1247.5,31,Accessories,United Kingdom
13030.0,2,799.48,11,Others,United Kingdom
13032.0,3,996.52,39,Others,United Kingdom
13033.0,1,190.55,357,Accessories,United Kingdom
13034.0,2,642.77,55,Others,United Kingdom
13035.0,3,886.63,58,Others,United Kingdom
13037.0,3,881.07,138,Others,United Kingdom
13038.0,3,908.46,80,Others,United Kingdom
13040.0,2,676.99,9,Others,United Kingdom
13043.0,2,471.57,254,Others,United Kingdom
13044.0,1,560.47,291,Others,United Kingdom
13045.0,1,305.28000000000003,99,Others,United Kingdom
13046.0,2,629.31,31,Others,United Kingdom
13047.0,18,3079.1,32,Others,United Kingdom
13048.0,5,1805.91,14,Accessories,United Kingdom
13049.0,2,656.6800000000001,64,Home Decor,United Kingdom
13050.0,28,5684.61,9,Others,United Kingdom
13052.0,1,348.15000000000003,212,Others,United Kingdom
13055.0,4,1201.96,64,Others,United Kingdom
13058.0,3,271.40000000000003,25,Others,United Kingdom
13059.0,1,183.4,250,Food,United Kingdom
13060.0,1,307.53,254,Others,United Kingdom
13061.0,1,248.61,72,Others,United Kingdom
13062.0,1,346.98,191,Others,United Kingdom
13064.0,4,1119.49,13,Others,United Kingdom
13065.0,1,205.86,373,Others,United Kingdom
13066.0,3,430.9,24,Home Decor,United Kingdom
13067.0,1,115.46000000000001,82,Others,United Kingdom
13068.0,2,344.0,10,Accessories,United Kingdom
13069.0,27,3717.82,1,Others,United Kingdom
13070.0,1,228.8,192,Accessories,United Kingdom
13072.0,1,177.15,267,Others,United Kingdom
13075.0,1,919.61,130,Others,United Kingdom
13077.0,4,729.27,1,Others,United Kingdom
13078.0,43,12432.28,1,Others,United Kingdom
13079.0,5,220.10000000000002,4,Electronics,United Kingdom
13080.0,1,58.08,179,Office Supplies,United Kingdom
13081.0,21,27964.48,1,Others,United Kingdom
13082.0,10,3595.48,126,Others,United Kingdom
13083.0,2,303.75,4,Others,United Kingdom
13085.0,3,272.38,158,Others,United Kingdom
13089.0,118,57385.88,3,Others,United Kingdom
13090.0,18,8689.39,9,Others,United Kingdom
13091.0,2,319.82,21,Others,United Kingdom
13092.0,6,459.83,71,Others,United Kingdom
13093.0,13,7741.47,267,Others,United Kingdom
13094.0,16,1708.8600000000001,21,Others,United Kingdom
13095.0,1,74.39999999999999,71,Others,United Kingdom
13097.0,14,5893.32,33,Others,United Kingdom
13098.0,41,28658.88,1,Others,United Kingdom
13099.0,1,207.35999999999999,99,Others,United Kingdom
13101.0,1,101.19,234,Others,United Kingdom
13102.0,27,6336.29,1,Others,United Kingdom
13103.0,1,243.94,40,Others,United Kingdom
13104.0,6,1098.48,3,Others,United Kingdom
13106.0,2,59.5,129,Others,United Kingdom
13107.0,5,1524.07,44,Others,United Kingdom
13108.0,1,350.06,373,Others,United Kingdom
13109.0,5,766.84,3,Others,United Kingdom
13110.0,8,1452.8700000000001,31,Others,United Kingdom
13113.0,40,10510.0,1,Others,United Kingdom
13115.0,14,2205.63,9,Others,United Kingdom
13116.0,2,485.19,117,Others,United Kingdom
13117.0,8,984.91,22,Others,United Kingdom
13118.0,7,1125.0,20,Others,United Kingdom
13120.0,1,30.599999999999998,239,Others,United Kingdom
13121.0,2,254.73,269,Others,United Kingdom
13122.0,2,922.39,94,Others,United Kingdom
13124.0,3,3866.33,90,Others,United Kingdom
13126.0,10,2056.29,5,Others,United Kingdom
13127.0,1,259.17,78,Others,United Kingdom
13130.0,1,64.0,94,Home Decor,United Kingdom
13131.0,4,1039.3,23,Others,United Kingdom
13132.0,1,77.3,262,Others,United Kingdom
13133.0,2,109.8,274,Home Decor,United Kingdom
13134.0,7,1740.63,73,Others,United Kingdom
13135.0,1,3096.0,197,Others,United Kingdom
13136.0,11,2545.38,50,Others,United Kingdom
13137.0,9,3605.08,11,Others,United Kingdom
13138.0,6,962.39,22,Others,United Kingdom
13139.0,8,5055.79,16,Others,United Kingdom
13140.0,3,423.72,108,Home Decor,United Kingdom
13141.0,6,2385.8,85,Others,United Kingdom
13142.0,1,307.09,19,Others,United Kingdom
13144.0,1,110.95,333,Food,United Kingdom
13145.0,5,614.77,40,Others,United Kingdom
13146.0,1,228.91,26,Others,United Kingdom
13147.0,4,712.8000000000001,10,Others,United Kingdom
13148.0,17,3348.48,29,Others,United Kingdom
13149.0,4,1676.06,14,Others,United Kingdom
13151.0,2,1250.3700000000001,203,Others,United Kingdom
13153.0,1,486.22,6,Others,United Kingdom
13154.0,1,-611.86,144,Others,United Kingdom
13155.0,4,971.76,33,Others,United Kingdom
13157.0,5,1721.57,49,Others,United Kingdom
